Reinfection,Total Cases by Date of Specimen collection,Total Antigen Cases by Date of Specimen Collection,Total Molecular Cases by Date of Specimen Collection,Death by Date of Death,County,Date
,0,0,0,0,Madison,2022-05-01
,0,0,0,0,Madison,2022-05-15
0,6,3,3,0,Madison,2021-12-14
0,6,1,5,0,Madison,2021-12-17
0,4,2,2,0,Madison,2021-12-18
0,12,1,11,0,Madison,2021-12-20
0,7,2,5,0,Madison,2021-12-22
0,2,0,2,0,Madison,2021-12-24
0,8,2,6,0,Madison,2021-12-26
0,20,4,16,0,Madison,2021-12-27
0,35,2,33,0,Madison,2021-12-28
0,14,2,12,0,Madison,2022-01-01
0,4,1,3,0,Madison,2022-01-16
0,43,4,39,0,Madison,2022-01-28
0,5,2,3,0,Madison,2022-01-29
0,9,2,7,0,Madison,2022-02-12
0,11,2,9,0,Madison,2022-02-18
0,2,1,1,0,Madison,2022-02-19
0,4,4,0,0,Madison,2022-02-20
0,5,0,5,0,Madison,2022-02-23
0,8,4,4,0,Madison,2022-02-25
0,3,0,3,0,Madison,2022-02-27
0,3,1,2,0,Madison,2022-03-03
0,4,1,3,0,Madison,2022-03-04
0,1,1,0,0,Madison,2022-03-06
0,3,0,3,0,Madison,2022-03-07
0,4,2,2,0,Madison,2022-03-08
0,2,0,2,0,Madison,2022-03-10
0,1,0,1,0,Madison,2022-03-11
0,1,1,0,0,Madison,2022-03-13
0,2,0,2,0,Madison,2022-03-15
0,2,1,1,0,Madison,2022-03-16
0,1,0,1,0,Madison,2022-03-17
0,1,0,1,0,Madison,2022-03-18
0,1,0,1,0,Madison,2022-03-21
0,1,0,1,0,Madison,2022-03-22
0,1,0,1,0,Madison,2022-03-24
0,3,0,3,0,Madison,2022-03-28
0,2,0,2,0,Madison,2022-03-29
0,3,0,3,0,Madison,2022-03-31
0,3,1,2,0,Madison,2022-04-06
0,2,2,0,0,Madison,2022-04-07
0,1,0,1,0,Madison,2022-04-08
0,3,2,1,0,Madison,2022-04-12
0,3,0,3,0,Madison,2022-04-13
0,1,1,0,0,Madison,2022-04-16
0,1,0,1,0,Madison,2022-04-17
0,2,1,1,0,Madison,2022-04-19
0,6,1,5,0,Madison,2022-04-20
0,3,0,3,0,Madison,2022-04-21
0,4,1,3,0,Madison,2022-04-22
0,2,2,0,0,Madison,2022-04-23
0,2,1,1,0,Madison,2022-04-24
0,3,2,1,0,Madison,2022-04-25
0,2,1,1,0,Madison,2022-04-29
0,1,0,1,0,Madison,2022-04-30
0,3,2,1,0,Madison,2022-05-02
0,4,3,1,0,Madison,2022-05-04
0,4,3,1,0,Madison,2022-05-05
0,6,4,2,0,Madison,2022-05-06
0,1,1,0,0,Madison,2022-05-07
0,8,2,6,0,Madison,2022-05-09
0,7,6,1,0,Madison,2022-05-10
0,9,6,3,0,Madison,2022-05-12
0,11,6,5,0,Madison,2022-05-13
0,6,4,2,0,Madison,2022-05-21
0,6,2,4,0,Madison,2022-05-24
0,1,0,1,0,Madison,2022-05-29
0,13,6,7,0,Madison,2022-05-31
0,6,2,4,0,Madison,2022-06-02
0,12,2,10,0,Madison,2022-06-03
0,2,2,0,0,Madison,2022-06-05
0,6,1,5,0,Madison,2022-06-09
0,5,3,2,0,Madison,2022-06-10
0,1,1,0,0,Madison,2022-06-11
1,16,3,13,0,Madison,2021-12-15
1,16,0,16,0,Madison,2021-12-21
1,24,2,22,0,Madison,2021-12-29
1,12,1,11,0,Madison,2022-01-02
1,43,5,38,0,Madison,2022-01-21
1,10,5,5,0,Madison,2022-01-23
1,12,1,11,0,Madison,2022-01-30
1,7,1,6,0,Madison,2022-02-05
1,29,5,24,0,Madison,2022-02-09
1,7,3,4,0,Madison,2022-02-13
1,31,6,25,0,Madison,2022-02-14
1,9,1,8,0,Madison,2022-02-15
1,19,3,16,0,Madison,2022-02-17
1,6,4,2,0,Madison,2022-02-28
1,6,0,6,0,Madison,2022-03-01
1,4,0,4,0,Madison,2022-03-14
1,2,0,2,0,Madison,2022-04-10
1,4,2,2,0,Madison,2022-04-11
1,5,2,3,0,Madison,2022-04-14
1,6,2,4,0,Madison,2022-04-18
1,8,0,8,0,Madison,2022-04-26
1,7,4,3,0,Madison,2022-04-28
1,13,4,9,0,Madison,2022-05-17
1,6,3,3,0,Madison,2022-05-20
1,6,3,3,0,Madison,2022-05-22
1,5,4,1,0,Madison,2022-05-26
1,3,0,3,0,Madison,2022-05-27
1,5,3,2,0,Madison,2022-05-30
1,5,2,3,0,Madison,2022-06-04
1,6,3,3,0,Madison,2022-06-06
1,6,0,6,0,Madison,2022-06-08
2,22,0,22,0,Madison,2021-12-30
2,38,7,31,0,Madison,2022-01-26
2,37,8,29,0,Madison,2022-02-03
2,25,5,20,0,Madison,2022-02-16
2,19,6,13,0,Madison,2022-02-21
2,6,2,4,0,Madison,2022-02-24
2,6,4,2,0,Madison,2022-05-11
2,5,3,2,0,Madison,2022-05-14
2,8,5,3,0,Madison,2022-05-18
2,11,8,3,0,Madison,2022-05-19
2,13,9,4,0,Madison,2022-05-23
2,6,2,4,0,Madison,2022-05-25
2,2,1,1,0,Madison,2022-05-28
2,9,3,6,0,Madison,2022-06-01
2,8,3,5,0,Madison,2022-06-07
3,47,3,44,0,Madison,2022-01-06
3,18,7,11,0,Madison,2022-02-04
3,27,7,20,0,Madison,2022-02-10
3,5,0,5,0,Madison,2022-04-27
4,35,3,32,0,Madison,2022-01-03
4,50,5,45,0,Madison,2022-01-04
